fips,state,name,pop2017,age_under_5_2017,age_over_65_2017,median_age_2017,black_2017,native_2017,asian_2017,pac_isl_2017,other_single_race_2017,two_plus_races_2017,hispanic_2017,white_not_hispanic_2017,speak_english_only_2017,women_16_to_50_birth_rate_2017,hs_grad_2017,some_college_2017,bachelors_2017,veterans_2017,mean_work_travel_2017,broadband_2017,computer_2017,households_2017,persons_per_household_2017,per_capita_income_2017,median_household_income_2017,poverty_2017,poverty_age_under_5_2017,poverty_age_under_18_2017,uninsured_2017,uninsured_age_under_6_2017,uninsured_age_under_19_2017,uninsured_age_over_74_2017,civilian_labor_force_2017,employed_2017,unemployed_2017,unemployment_rate_2017
31005,Nebraska,Arthur County,457,2.6,21.9,43.3,0,0,0,0,0.12,1.07,0,97.62,99.3,0,95.1,35.2,29.9,8,20.8,69.5,79.1,177,2.38,21762.18,41250,10.9,9.1,6.9,10,7.4,6.8,0,223,211,12,5.38
31007,Nebraska,Banner County,742,6.5,17.2,48.1,0.27,0,0,0,0.14,1.1,7.83,89.42,96.5,3.7,95.7,45.7,17.4,9.4,24.8,79.3,93,300,2.43,30125.93,55000,8.9,14.9,10.5,7.7,0,2.8,0,397,382,15,3.78
31009,Nebraska,Blaine County,482,5.4,24.1,46.8,0,0,0.3,0.7,0,0,0,98.01,97.5,8.3,98.9,37.4,24.2,10.6,20.6,78.4,87.5,232,2.16,30201.85,52000,9.8,25.9,15.1,12.9,9.1,10.9,0,262,251,11,4.2
31011,Nebraska,Boone County,5352,6.5,21.8,45,0.24,0.03,0.07,0.07,0.05,0.33,1.98,96.66,97.5,4.8,93.8,38.2,19.8,9.9,15.5,75.6,82.2,2277,2.31,29211.69,53854,7.3,5.2,6.3,5.4,4.6,2.4,0.6,2914,2842,72,2.47
31013,Nebraska,Box Butte County,10886,6.5,16.8,40.5,0.3,1.66,0.13,0.14,0.43,1.34,12.09,82.25,93.2,6.1,91.7,39.7,17.4,8,10.8,76.4,83.4,4610,2.39,28599.16,56328,10.9,22.1,14.3,7.1,3.1,3.2,0,5566,5384,182,3.27
31015,Nebraska,Boyd County,1977,6.1,26.6,52.1,0.24,0.76,0.44,0,0.12,0.68,0.73,95.02,97.7,5.9,94.2,35.3,20.2,11.4,17.2,65.2,75.5,905,2.23,26953.81,48750,9.8,2.6,4.7,12.8,12.9,18.1,0,1078,1042,36,3.34
31017,Nebraska,Brown County,3014,4.5,25.8,48.9,0.02,0.1,0.2,0,0,0.98,1.21,96.53,99,1.1,92.3,33.6,18.2,9.2,14.5,67.8,77.4,1475,2.04,29944.61,42773,16,47.8,22.3,12.1,5.8,19.6,0,1387,1342,45,3.24
31019,Nebraska,Buffalo County,49732,6.9,13.2,32.9,0.62,0.08,0.64,0.01,1.15,1.02,8.66,87.39,92.4,5.6,93.8,34.9,33.6,7,14.6,80.1,88.9,18923,2.46,29133.33,55053,14.4,23.7,14.3,8.3,3.9,4.5,0,27050,26392,658,2.43
31021,Nebraska,Burt County,6535,5.2,23.8,46.6,0.31,1,0.21,0,0.27,0.5,2.72,93.55,97.3,6.7,90.9,34.7,19.1,9.5,22.4,64.9,76.9,2885,2.23,27652.91,50174,12.3,17.8,15.6,9.1,6.7,7.9,0,3477,3348,129,3.71
31023,Nebraska,Butler County,8053,6.2,19.9,43.5,0.27,0.12,0.24,0,0.49,0.54,3.04,95.03,95.4,9.8,92,34.6,18.7,9.8,22,71.3,81,3400,2.33,27622.75,52448,7.8,8.6,8.2,6.5,1.8,3.2,0,4544,4418,126,2.77
31025,Nebraska,Cass County,25889,5.9,16,41.9,0.16,0.08,0.17,0.15,0.29,0.85,3.08,94.05,98.1,6.9,95.2,37.3,26.8,13.6,26.1,82,90.6,9894,2.55,32418.43,68284,6.3,12.3,6.7,5.8,3.1,4.4,0,13144,12729,415,3.16
31027,Nebraska,Cedar County,8530,6.5,20.9,44.1,0.01,0.4,0.04,0.01,0.23,0.23,1.71,97,99,8.6,93.4,37.5,18.4,10,16.4,74.5,82.1,3508,2.4,29891.67,57208,9.7,15.9,13.9,5.5,4.9,4,0,4452,4351,101,2.27
31029,Nebraska,Chase County,3971,4.6,21,44.4,0.03,0,0,0,0.09,0.26,10.49,88.93,89.3,6,89.1,44.2,19.4,8.7,12.7,75.4,82.8,1671,2.23,32502.24,54568,8,7,6.8,11.3,3.4,7.6,0,2287,2244,43,1.88
31031,Nebraska,Cherry County,5818,7.4,21.4,43.8,0.02,2.02,0.09,0.08,0,2.36,3.14,88.54,98.3,5,92.2,38.5,20.1,9.5,12.3,76.8,81.8,2652,2.14,29339.72,53226,9,6.6,9,7.2,7.6,11.8,0,3381,3302,79,2.34
31033,Nebraska,Cheyenne County,9676,6.6,17.4,40.7,0.2,0.22,0.4,0,0.31,1.27,6.68,89.9,96.6,11.4,94.9,41.3,26.3,9.5,13.3,72.8,85.7,4400,2.25,33140,58770,10.9,17.2,16.3,6.9,1.9,1.7,0,5127,4977,150,2.93
31035,Nebraska,Clay County,6205,6.2,19.3,43.5,0.22,0.14,0.17,0,0.45,0.62,8.86,89.21,91.5,6,90.1,38,17.8,9.4,20.9,74.5,85.1,2616,2.36,27788.56,54167,11.1,18.5,16.8,10.8,6,8.8,0,3259,3158,101,3.1
31037,Nebraska,Colfax County,10585,9,12.5,33.7,1.38,0.67,0.28,0.05,2.38,1.43,44.78,51.12,57,9.4,71.2,25.4,14.4,5.8,16.2,68,78,3681,2.86,23154.55,54876,8.2,10.2,7.9,12.3,5.6,8.9,0,5546,5413,133,2.4
31039,Nebraska,Cuming County,9042,6.1,21.3,44,0.06,0.19,0.07,0.1,2.27,0.68,9.89,88.48,90.8,8.2,87.1,30.4,21.2,9,15.4,65.3,78.2,3790,2.35,28936.17,50734,8,18.9,11.8,8.6,3.9,3.8,0.6,4714,4586,128,2.72
31041,Nebraska,Custer County,10897,5.9,21.4,43.5,0.4,0.04,0.4,0,0.48,0.32,2.91,95.01,96.3,9,92.5,38.6,21.7,10,16.2,65,79.8,4792,2.23,33007.17,48836,11.9,15.6,15.6,11.1,7.6,8,0,6335,6198,137,2.16
31043,Nebraska,Dakota County,20186,8.5,13,33.8,2.19,1.42,1.52,0.06,8.23,1.03,38.43,49.78,60.1,9.3,73.5,25.8,12.6,6.8,14.7,72.3,87,7427,2.73,23161.54,52401,16.8,34,22.8,15.6,9.3,11.6,0,10648,10215,433,4.07
31045,Nebraska,Dawes County,8890,5.3,17.5,34,0.81,1.44,0.47,1.09,0.35,1.52,4.79,85.27,95,5.8,95.2,31.8,37,8.3,12.8,69.3,79.4,3557,2.22,26204.95,46146,14.3,19.8,10.6,12.6,16.6,11.5,0,5158,5016,142,2.75
31047,Nebraska,Dawson County,23709,8.3,14.7,35.8,2.96,0.31,0.01,0.03,1.1,0.72,33.13,60.05,69.2,9.5,76.4,28,15.8,6.5,15.3,73,84.9,8898,2.65,25083.77,51238,13.7,24,18.9,12.8,10.8,10.9,1.1,12855,12488,367,2.85
31049,Nebraska,Deuel County,1883,5,24.9,46.1,0.03,0.5,0.16,0,0.6,0.79,7.79,89.48,95.8,6,90.1,39,18.1,11.1,21,69.4,84.6,833,2.26,27934.96,53438,11.1,12.6,16.7,15.2,5.3,13,0,1034,1007,27,2.61
31051,Nebraska,Dixon County,5754,6.5,19.4,42.2,0.15,0.23,0.03,0.04,1.6,0.57,12.59,85.55,90.4,12.1,88.4,32,18.8,8.9,21,70.2,82.5,2307,2.46,26703.25,57036,10.3,28.5,15.6,8,3.7,6,0,2989,2894,95,3.18
31053,Nebraska,Dodge County,36707,6.6,18.6,39.1,0.5,0.44,0.31,0.08,0.74,0.84,11.76,84.89,88.9,6.1,89.2,34.4,19,9.3,18.5,74.1,85.2,15090,2.36,27905.93,51748,13.2,28.4,18.8,11,5.8,5.8,0,19279,18737,542,2.81
31055,Nebraska,Douglas County,561620,7.6,11.9,34.3,5.55,0.24,1.72,0.03,1.03,1.52,12.23,70.22,85.3,6.4,89.7,30.2,37.9,7.5,19.3,80.3,87.3,213689,2.51,32139.84,58640,13.5,20.4,18.2,10.1,4.1,4.9,0.3,288566,279395,9171,3.18
31057,Nebraska,Dundy County,1801,5.7,21.5,43.6,0.07,0.02,0,0,0.22,0.2,14.63,84.78,85.2,8.4,85.7,39.1,21.1,10.3,14.4,72.9,81,875,2.25,27047.11,44653,10.5,23,19.1,18.7,8,22.6,0,1185,1157,28,2.36
31059,Nebraska,Fillmore County,5582,4.5,23.2,47.5,0.29,0.26,0.08,0,0.3,0.54,3.86,93.99,96.6,7.4,92.1,35.1,19.2,9,16.3,70.3,81.5,2443,2.2,31520.91,56750,9.9,10.6,11.4,8.4,11.4,13.1,0,3120,3041,79,2.53
31061,Nebraska,Franklin County,2990,4.7,26.4,50.7,0.23,0,0.12,0,0,0.56,2.05,96.16,98.4,7.2,92.1,38,20,11,18.2,69.8,81,1367,2.15,29049.3,49453,13.3,22.1,18.6,5.7,3.4,3.1,0,1476,1431,45,3.05
31063,Nebraska,Frontier County,2631,5.2,24.1,45.5,0.02,0.3,0.04,0,0,0.74,1.41,96.42,98.7,5.3,96.1,43.4,19.5,10.1,20.3,67.8,79.9,1113,2.24,29046.43,52090,10.9,31.3,15.4,9.3,18.4,8.7,0,1555,1515,40,2.57
31065,Nebraska,Furnas County,4780,5.1,23.4,46.1,0.17,0.12,0.05,0.05,0.45,0.79,3.68,94.25,96.7,4.9,89,36.6,18.2,8.7,13.2,70.6,79.8,2172,2.18,25075.69,43400,13.5,17.1,19.1,8,0,6.9,0,2662,2597,65,2.44
31067,Nebraska,Gage County,21601,5.8,20.4,44.2,0.31,0.22,0.31,0.11,0.33,0.45,2.27,94.95,97.3,6.6,89.9,35.6,20.3,9.2,19.8,74.5,82.7,9255,2.27,27692.95,52223,9.1,11.3,9.8,5.1,0.7,1.6,0,10886,10503,383,3.52
31069,Nebraska,Garden County,1906,5.3,25.8,51.7,0.08,0.1,0.44,0,0.13,0.31,3.87,94.25,95.9,7.1,94.8,40.8,24.2,12.2,21.4,68.1,82.6,897,2.08,35200.48,48125,11.7,6.9,9,7.8,10.8,7.2,0,1190,1157,33,2.77
31071,Nebraska,Garfield County,2016,4.3,27.5,51.4,0.1,0,0.15,0,0.41,0.28,2.09,96.63,98.3,1.8,96.1,42.2,19.5,12,11.5,60.6,77.8,893,2.14,26066.82,46509,7.2,0,4.5,6.2,5.2,3.2,0,1150,1121,29,2.52
31073,Nebraska,Gosper County,2028,3.5,22.8,49.5,0,0.02,0.32,0,0.1,0.52,2.03,96.24,99.2,1.6,94.3,36.2,24.1,8.3,16.4,74.2,82.4,885,2.24,32761.16,61769,5.7,0,10.1,7,3.9,8.2,0,1037,1010,27,2.6
31075,Nebraska,Grant County,649,7.2,23.3,48.6,0.44,0,0,0,0,0.51,1.91,96.19,100,9.8,97.1,36.5,23,7.8,20.9,71.5,78.5,274,2.34,24005.56,45833,21.1,36.2,32.9,12.2,30.6,13.8,0,438,428,10,2.28
31077,Nebraska,Greeley County,2374,5.8,24.7,45.9,0.31,0,0.21,0,0.25,0.33,2.01,96.22,97.7,10.5,93.1,39.5,17.3,10.6,21.7,63.6,78.1,1015,2.37,25027,47218,9.8,27,14,6.9,3.8,3.5,0,1214,1176,38,3.13
31079,Nebraska,Hall County,61519,7.5,14.1,35.8,1.13,0.29,0.63,0.13,2.58,0.64,26.76,68.01,78.4,8.7,83.9,32.9,19.8,8.3,17,75.6,83.4,22817,2.64,26059.09,53807,13.5,28.3,19.9,14.1,5.4,7.9,1.8,31452,30368,1084,3.45
31081,Nebraska,Hamilton County,9207,5.6,18.3,42.3,0.36,0.34,0.03,0,0.83,0.48,3.17,95.18,97,5,93.6,36.4,25.7,9.6,17.6,79.6,88.7,3722,2.42,32152.48,61944,7.2,11.7,12,5,3.9,4.3,0,4638,4521,117,2.52
31083,Nebraska,Harlan County,3443,6.3,25.8,49.5,0.46,0.26,0.16,0.01,0.43,0.53,3.72,94.18,96.8,8.7,91,39.5,18.7,11.3,16.8,73.8,80.8,1590,2.15,27019.07,46750,12.9,15.5,19.8,9.2,10.5,8.7,0,1751,1706,45,2.57
31085,Nebraska,Hayes County,893,4.7,17.8,42.7,0,0,0,0,0.16,0.21,5.85,93.83,94.7,9.3,88.4,46.7,17.2,12.7,24.5,73.5,81.8,423,2.26,27538.05,44946,9,2.2,5.2,16.4,0,9.1,0,569,555,14,2.46
31087,Nebraska,Hitchcock County,2834,5.9,24.3,47.1,0.05,0.02,0,0,0.02,0.16,0.77,98.88,98.6,5.7,92.8,37.2,17.4,10.7,20.8,63,76.5,1273,2.22,24784.68,41582,14.2,21.2,22,13.4,2.7,5,0,1225,1183,42,3.43
31089,Nebraska,Holt County,10202,6.4,21.1,44.1,0.07,0.39,0.23,0.01,0.27,0.37,4.27,94.01,95.8,8.4,92.1,36.7,21,8.7,14.3,66.3,82,4569,2.21,29053.85,52050,8.9,6.1,7.2,8,3.2,6,0,5738,5597,141,2.46
31091,Nebraska,Hooker County,674,1.6,35.8,58,0.44,0,0,0,0.15,0,2.92,96.2,97.8,0,94.6,36.8,25.6,13.7,11.7,61.1,75.3,316,1.96,30481.63,41607,17.4,0,24.3,5.9,0,6.3,0,399,384,15,3.76
31093,Nebraska,Howard County,6437,6,20.8,43.3,0.02,0.02,0.02,0.05,0.7,0.82,2.52,95.65,98.4,7.7,92.2,32.7,20.1,9.8,24.2,70.1,81.6,2656,2.4,26384.17,53648,10.2,5.9,13.3,6.3,1.1,6.8,0,3291,3190,101,3.07
31095,Nebraska,Jefferson County,7178,5.7,23.2,45.7,0.01,0.49,0.07,0,0.05,1,3.56,94.24,96.2,5.7,90.3,34.5,14.7,9.9,16,68.7,77.9,3308,2.16,27081.02,46576,10.6,11.6,13.2,5.7,3.6,1.8,0,4166,4064,102,2.45
31097,Nebraska,Johnson County,5185,4.3,18.3,41.1,3.47,0.63,0.43,0,1.99,0.43,9.92,80.79,90.9,5.1,87.7,28.9,17.3,9.3,22.1,68.8,76.2,1869,2.14,28655.14,49564,10.1,13.3,10.3,7.3,0,2,0,2060,1990,70,3.4
31099,Nebraska,Kearney County,6530,6.1,18.7,40.6,0.06,0.13,0.12,0,0.25,0.55,5.8,92.73,95.9,4.1,94,37.2,22.3,10,18.4,76.1,85.1,2745,2.36,31063.56,53207,9.4,18.7,13,7.8,1.3,5.6,0,3740,3657,83,2.22
31101,Nebraska,Keith County,8072,4.3,25.9,49.7,0.35,0.35,0.55,0.14,0.17,0.18,6.75,90.48,94.4,6.9,91.6,35.6,22,10.5,14.4,78.5,85,3989,2.02,29146.53,45078,13.1,20.7,20.9,11,3.7,8.3,0,4553,4415,138,3.03
31103,Nebraska,Keya Paha County,793,6,24.9,50.2,0.07,0,0.07,0,0.28,0.69,1.11,97.78,97.5,8.5,92.9,36.4,20.6,7.8,18.8,78.7,85,334,2.16,28538.89,48864,7.7,23.3,13.3,8.2,0,3.4,0,605,590,15,2.48
31105,Nebraska,Kimball County,3619,6.3,24.3,46,0.07,0.49,0.39,0,0.5,1.26,8.79,88.15,94.9,6.7,89.7,36.3,17.5,9.6,14.3,70.4,83.8,1546,2.35,23838.72,43017,11.4,14.3,9.5,13.9,8.5,9.1,0,1957,1901,56,2.86
31107,Nebraska,Knox County,8472,6.4,23.8,47.2,0.12,4.88,0.14,0.08,0.55,0.85,2.58,86.24,95.7,9,91.6,36.3,20.8,11.1,17.2,66.1,77.5,3662,2.26,27922.12,48072,12.3,19,18.2,10.8,7.5,10.9,0,4691,4528,163,3.47
31109,Nebraska,Lancaster County,314358,6.6,12.6,33.2,2.03,0.28,2.12,0.03,0.76,1.52,6.73,82.09,88.5,5.9,93.3,33.3,37.9,6.7,18.8,84,91.5,120962,2.42,30661.57,55747,14,18.7,15.4,8.3,3.9,4.2,0.2,168999,164538,4461,2.64
31111,Nebraska,Lincoln County,35280,6,17.7,40.4,0.58,0.12,0.31,0.02,0.31,0.93,8.25,88.44,96,8,93.1,42.1,22.2,9.6,14.8,75.2,85.5,15025,2.31,30164.94,55875,12.6,24.8,18.2,9.3,5.7,4.7,0,18518,17957,561,3.03
31113,Nebraska,Logan County,768,8.5,19.4,38.9,0.33,0.11,0,0,0.54,1.14,2.94,93.91,98,11.3,92.5,42.2,22.7,8.2,27.8,66.4,80.3,366,2.51,24356.18,50278,9.7,23.1,12.2,10,13.6,9.9,3,469,456,13,2.77
31115,Nebraska,Loup County,609,5.4,25.9,52.8,0,0.19,0,0,0,0,0,99.63,99.8,14.3,98.3,35.4,22.9,14.3,26.7,67.3,77.6,245,2.19,30660.73,58625,8.9,10.3,9.6,6.9,10.6,4.8,0,392,380,12,3.06
31117,Nebraska,McPherson County,499,7.2,18.1,48.5,0,0,0,0,0,1.16,0.93,96.76,100,24.7,90.1,42.9,25.2,8.4,30.1,62,73.4,192,2.23,28814.8,60714,16,3.2,21.6,4.4,0,0,0,447,437,10,2.24
31119,Nebraska,Madison County,35144,7.3,15.2,36.9,0.74,0.76,0.55,0,1.39,0.75,14.54,80.68,87.1,6.8,88.6,38,20.4,7.5,14.2,72.4,84.8,14236,2.39,26548.95,49865,16,27.8,21.4,9.4,2.2,5.4,0,19116,18612,504,2.64
31121,Nebraska,Merrick County,7882,6,20.1,43.5,0.3,0.08,0.05,0,0.66,1.16,4.11,92.95,96.5,7.6,93,41,17.6,10.8,19.5,68.5,81.6,3251,2.34,28532.05,53536,10,11.9,10.1,8.6,2,3.8,0,3998,3886,112,2.8
31123,Nebraska,Morrill County,4836,5.2,19.7,42.9,0.42,0.25,0.03,0,0.56,1.02,15.4,82.05,90,2.4,87,35.6,18.9,7.9,17.8,70.4,81.6,2017,2.35,25373.19,44201,9.4,9.8,11,11.7,0,6.7,0,2608,2532,76,2.91
31125,Nebraska,Nance County,3607,5.5,20.2,45.4,0.04,0.24,0.03,0.04,0.04,0,2.52,96.92,98,8.7,90.7,35.7,18.3,8.4,19.4,71,77.3,1553,2.2,27369.55,45428,11.7,17.6,9.1,8.1,2.3,7.3,0,2011,1961,50,2.49
31127,Nebraska,Nemaha County,6949,5.3,18.9,38,0.71,0.31,0.36,0.01,0.08,0.36,2.6,94.3,97.4,8,93.9,32.5,28,10.5,19.6,70.6,83.4,2814,2.31,30492.64,55536,11.5,20.9,11.2,6.6,3.4,1.9,0,3579,3439,140,3.91
31129,Nebraska,Nuckolls County,4275,4.9,26.7,49.4,0.13,0.05,0.59,0,0.08,0.21,2.59,95.53,96.3,11.1,93.1,32.5,19.1,12.1,16.1,70.4,82.4,1985,2.13,25442.72,42055,10.8,17.3,16,10.2,9.5,8.5,0,2348,2286,62,2.64
31131,Nebraska,Otoe County,16027,6.5,18.9,41.7,0.11,0.26,0.26,0,0.65,1.06,7.6,89.49,93.1,7.5,91.2,31.5,21.4,9.4,21.7,72.8,83.5,6439,2.43,28553.91,54605,10,22.1,15.1,7.5,10,6,0,8110,7838,272,3.35
31133,Nebraska,Pawnee County,2641,5.4,27.1,50.1,0,0.11,0,0,0,1.55,1.81,95.41,90.8,8.7,90.1,30.9,15.9,10.7,20.8,65.5,72.2,1238,2.15,28786.05,42176,20.5,34.7,35.3,14,21.1,20.9,0,1497,1451,46,3.07
31135,Nebraska,Perkins County,2903,6.4,22.2,43.3,0.07,0.03,0,0,0.07,0.29,3.82,95.45,95.7,3.7,89.1,38.1,22.9,8.9,13.7,82.3,88.8,1247,2.3,31231.74,58125,4.8,1.6,4.4,5.8,0,2.7,0,1794,1759,35,1.95
31137,Nebraska,Phelps County,9060,6.2,19.7,42.1,0.07,0.12,0.08,0,0.34,0.92,5.45,92.67,96.2,3.7,93.4,35.4,26,8,13.8,76.7,87.1,3870,2.3,30346.52,56408,7.1,11.4,5.9,5.3,4.5,5.6,0,4908,4793,115,2.34
31139,Nebraska,Pierce County,7138,6.3,18.6,41.7,0.17,0.07,0.18,0.04,0.07,0.67,1.6,96.7,98.2,11.2,94.3,35.7,22.5,10,19.2,74.1,82.5,2985,2.36,28862.29,55417,6.8,7.3,6.6,4.1,1.4,2.1,4.2,4104,3993,111,2.7
31141,Nebraska,Platte County,33175,7.2,16.3,38.3,0.22,0.16,0.31,0.01,1,0.56,17.59,79.98,84.4,4,88.8,35.6,21.5,8.8,14,75.4,83.4,12937,2.51,28184.86,58679,8.6,11.8,11.1,8.2,3.1,3.9,0,17160,16667,493,2.87
31143,Nebraska,Polk County,5328,4.9,20.5,45.5,0.07,0.25,0.03,0,0.38,0.7,4.79,92.91,94,6.4,93.4,40,20.9,7.8,19.9,78.9,86,2038,2.53,31827.27,63667,7.6,10.5,7.6,10.4,7.4,9.1,1.8,2864,2796,68,2.37
31145,Nebraska,Red Willow County,10728,5.7,19.2,40.8,0.57,0,0.14,0,0.06,0.69,4.95,92.2,98.7,5.2,94.1,41.5,18.7,8.3,12.2,70.5,83.5,4598,2.28,25796.93,42882,11.7,19.8,15.1,9,1.5,5.4,0,5805,5658,147,2.53
31147,Nebraska,Richardson County,7969,5.1,23.1,47.6,0.11,1.37,0.09,0,0.09,1.71,1.91,92.47,98.7,8.1,91.5,35,19.4,11.2,18.6,71,78.4,3798,2.08,28472.12,46839,16.3,38.9,29.1,7.4,1.9,2.2,0,4203,4065,138,3.28
31149,Nebraska,Rock County,1436,4.2,27.5,51.9,0.14,0,0,0,0.29,0.58,0.94,97.61,98.5,8.4,93.7,35.3,18.9,9.3,16.2,68.9,78.6,655,2.02,36201.98,52361,9.7,17.2,7,12.5,29.3,24.3,0,887,864,23,2.59
31151,Nebraska,Saline County,14441,6.4,14.1,36,0.37,0.19,1.43,0.07,1.81,0.88,24.32,70.73,77,2.1,84.4,36.5,13.4,7,20,72,81.9,5073,2.62,22722.14,50932,11.6,19.2,12.7,10,8.3,6,0,7333,7107,226,3.08
31153,Nebraska,Sarpy County,181439,7.6,10.6,34.2,1.93,0.19,1.25,0.05,0.71,1.6,8.73,81.83,91,6.8,95.2,34.4,39.5,14.3,20.6,88.4,94,63851,2.73,32819.05,75752,5.3,7,5.5,5.9,2.7,3.1,0.2,92240,89675,2565,2.78
31155,Nebraska,Saunders County,21057,6.2,17.4,41,0.15,0.1,0.16,0,0.14,0.79,2.11,95.61,97.3,7.2,93.1,36.2,26.5,9.7,25.3,75.2,85.2,8150,2.54,30642.52,65015,9,21.6,14.1,4.9,0.8,2.3,0,10858,10554,304,2.8
31157,Nebraska,Scotts Bluff County,36363,6.7,17.9,39.5,0.38,0.75,0.31,0.04,1.19,1.14,23.41,72.63,89.2,6.9,87.2,36.6,22.1,9.5,15.4,74,83.5,14425,2.48,25989.92,47975,13.2,22.6,18.9,11.8,7.6,8,0,18352,17724,628,3.42
31159,Nebraska,Seward County,17161,6.3,16.7,38.3,0.25,0.06,0.31,0,0.38,0.72,2.48,95.02,97,10.3,93,37.3,28.1,7.2,21.7,76.8,87.3,6496,2.4,31945,63095,9.2,13.5,9.5,6,4.9,4.9,0.2,8719,8487,232,2.66
31161,Nebraska,Sheridan County,5289,4.8,25.5,46.1,0.27,4.74,0.25,0.02,0.27,2.8,4.67,81.93,96,6.6,90.7,32.9,25.8,12.4,17.4,64.7,73.9,2306,2.22,26280.18,41209,15.8,19.7,27.5,14.7,9,12,0,2685,2614,71,2.64
31163,Nebraska,Sherman County,3086,4.7,25.3,49.3,0,0.02,0.28,0,0.39,0.13,2.03,97.11,97.1,8.7,92.6,36.3,18.3,8.6,25.5,68.8,80.9,1378,2.17,28357.6,48704,10.7,13.2,17.4,7.8,3,4,0.6,1668,1620,48,2.88
31165,Nebraska,Sioux County,1203,6.5,22.9,51.6,0.2,0.08,0.12,0,0,2.71,3.82,89.97,100,7.8,92.6,33.7,26.6,9.8,18.9,66.1,79.8,579,2.17,26704.61,45375,12.4,8.5,18.7,8.3,0,2,0,765,742,23,3.01
31167,Nebraska,Stanton County,5988,6.5,16,41,0.64,0,0.13,0,0.14,0.47,5.28,92.23,95.5,5.8,92,40.7,17.6,8.7,18.4,74.1,84.5,2351,2.54,28674.02,57534,9.5,12.1,6.6,8.9,5,5.5,0,3445,3348,97,2.82
31169,Nebraska,Thayer County,5045,5.9,25.5,48.2,0.13,0.14,0,0,0.15,0.88,2.28,95.52,97.5,7.4,92,34.8,20.7,10.3,12.8,73.6,81.4,2337,2.13,32026.29,48151,10.9,19.5,17.3,5.5,0.6,5.1,0,2848,2784,64,2.25
31171,Nebraska,Thomas County,725,2.8,20.7,42.1,0,0.16,0,0,0.16,0.86,0.62,97.36,98.2,0,93.9,38.8,29,10.6,14.3,77.5,82.3,293,2.19,29038.81,53173,12.4,5.6,14.4,5.9,3.3,6.6,0,441,427,14,3.17
31173,Nebraska,Thurston County,7223,9.3,12,28.1,0.11,28.45,0.35,0,0.18,1.04,5.12,36.74,94.7,10.6,86.4,38,16,7.2,15.8,59,77,2142,3.27,18863,44701,30.5,42.1,41,28.2,20.2,24.8,0,2988,2839,149,4.99
31175,Nebraska,Valley County,4209,6,24.7,46,0.2,0.11,0,0,0.02,0.45,2.8,95.7,97.4,10.5,92.7,33.7,20.3,9.5,18.1,65.6,78.4,1934,2.16,28900.93,50270,11.5,10.6,9.9,9,7.5,8.2,0,2100,2044,56,2.67
31177,Nebraska,Washington County,20721,5.6,16.6,41.2,0.75,0.04,0.15,0,0.19,0.65,2.82,94.73,97.5,4,96.1,36.1,30.8,11,20.8,77.7,88.9,8133,2.47,33646.96,66485,9.8,18.9,14.7,5.6,0.1,3.2,0,11113,10770,343,3.09
31179,Nebraska,Wayne County,9318,5.1,14.7,31.7,1.04,0.26,0.24,0,0.36,0.56,5.55,90.19,94.9,7.3,95.1,36.8,32.4,6,17.5,80.3,90.6,3602,2.25,31554.22,58093,13.5,14.2,7.9,6.5,4.4,3,0,5635,5497,138,2.45
31181,Nebraska,Webster County,3524,4.9,22.6,46.1,0.11,0,0.32,0.11,0.26,1.36,4.67,92.1,98.4,4.9,91.9,33.2,22.8,9.3,20.9,68.8,80.6,1499,2.35,25794.47,43831,11.3,25.3,14.6,9,3.4,7.7,0,1669,1619,50,3
31183,Nebraska,Wheeler County,818,5.2,25.7,50.2,0,0,0.06,0,0.35,0.12,0.71,98.94,99,9.6,94.8,34.7,19.1,7.5,18.8,68.3,81.5,378,2.24,26540.63,49706,2.6,4.5,2.6,5.3,4.5,1.8,0,565,552,13,2.3
31185,Nebraska,York County,13806,5.9,19.2,40.9,0.6,0.17,0.13,0,0.61,1.07,4.9,90.88,95.2,8.4,94,36.4,28.1,7.9,15.5,77,86.4,5623,2.29,29799.13,59966,9.7,8.7,12.6,7.7,3.7,6.5,0,7281,7094,187,2.57
32001,Nevada,Churchill County,24230,7.2,17.7,38.9,1.26,2.2,1.22,0.11,0.85,2.05,13.38,73.87,87,5.8,89.4,39.8,18.3,16.3,20.1,78,88,9734,2.41,25519.09,46914,13.8,6.2,14.8,13.9,4.2,10.7,0.4,10782,10306,476,4.41
32003,Nevada,Clark County,2204079,6.4,13.7,36.9,5.62,0.32,4.82,0.37,5.58,2.5,30.69,44.11,65.5,5.1,85.3,33.2,23.3,9,24.5,79.3,90.1,749858,2.79,26253.41,54882,14.6,23.7,20.8,14.7,7.5,9.8,1.8,1072593,1016396,56197,5.24
32005,Nevada,Douglas County,48309,4,25.4,50.8,0.3,1.01,0.74,0.15,2.07,1.6,12.27,81.14,89.8,4.8,93.5,41.6,27.2,13.7,23.9,84.5,91.1,20376,2.32,35501.29,61176,9.8,18.4,13.3,10.8,14.3,11.9,0.4,22769,21676,1093,4.8
32007,Nevada,Elko County,52649,7.2,9.9,34.1,0.48,2.79,0.5,0.12,1.51,0.93,24.23,67.17,83.9,6.9,83.8,37.7,17.7,8.6,31.3,81.3,91.4,17882,2.88,30410.42,76178,11.5,24.2,16,10.5,6.3,7.5,4.9,27304,26295,1009,3.7
